Name,Phone,Address,Yelp_URL
"Piccola Cucina Casa","Not available","141 Nevins St, Brooklyn, NY 11217","https://www.yelp.com/biz/piccola-cucina-casa-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Place des Fêtes","+17188570101","212 Greene Ave, Brooklyn, NY 11238","https://www.yelp.com/biz/place-des-f%C3%AAtes-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Dinner Party","+13474639173","274 Hall St, Brooklyn, NY 11205","https://www.yelp.com/biz/dinner-party-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Chama Mama","+16464389007","149 W 14th St, New York, NY 10011","https://www.yelp.com/biz/chama-mama-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Tabaré Williamsburg ","+13473350187","221 S 1st St, Brooklyn, NY 11211","https://www.yelp.com/biz/tabar%C3%A9-williamsburg-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Lil Chef Mama","+16469645555","27 Cliff St, New York, NY 10038","https://www.yelp.com/biz/lil-chef-mama-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Mitr Thai","+12124666699","37 W 46th St, New York, NY 10036","https://www.yelp.com/biz/mitr-thai-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Les Enfants de Boheme","+16464764843","177 Henry St, New York, NY 10002","https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Sen Saigon","+13479693727","150 E Broadway, New York, NY 10002","https://www.yelp.com/biz/sen-saigon-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Sen Saigon","+13479693727","150 E Broadway, New York, NY 10002","https://www.yelp.com/biz/sen-saigon-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Tanner Smiths","+16465902034","204 W 55th St, New York, NY 10019","https://www.yelp.com/biz/tanner-smiths-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Little Ruby's East Village","+16469984265","198 E 11th St, New York, NY 10003","https://www.yelp.com/biz/rubys-cafe-east-village-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Boucherie West Village","+12128371616","99 7th Ave S, New York, NY 10014","https://www.yelp.com/biz/boucherie-west-village-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Trapizzino","+12124752555","144 Orchard St, New York, NY 10002","https://www.yelp.com/biz/trapizzino-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"La Contenta Les","+12124324180","102 Norfolk St, New York, NY 10002","https://www.yelp.com/biz/la-contenta-les-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Mint Heights","+13479160325","46 Henry St, Brooklyn, NY 11201","https://www.yelp.com/biz/mint-heights-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Carla","+19294044082","331 W 51st St, Ground Fl, New York, NY 10019","https://www.yelp.com/biz/carla-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Fulton Fish","+16468686000","96 South St, New York, NY 10038","https://www.yelp.com/biz/fulton-fish-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"La Nacional","+12129297873","239 W 14th St, New York, NY 10011","https://www.yelp.com/biz/la-nacional-new-york-6?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Popina","+17182221901","127 Columbia St, Brooklyn, NY 11231","https://www.yelp.com/biz/popina-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"1915 Lanzhou Hand Pulled Noodles","+19178287384","207 E 26th St, New York, NY 10016","https://www.yelp.com/biz/1915-lanzhou-hand-pulled-noodles-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Parker & Quinn","+12127290277","64 W 39th St, New York, NY 10018","https://www.yelp.com/biz/parker-and-quinn-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Baba's Pierogies","+17182220777","295 3rd Ave, Brooklyn, NY 11215","https://www.yelp.com/biz/babas-pierogies-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Aragvi","+16468630990","230 E 44th St, New York, NY 10017","https://www.yelp.com/biz/aragvi-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Brickyard Craft Kitchen and Bar","+16464490826","23 Park Pl, New York, NY 10007","https://www.yelp.com/biz/brickyard-craft-kitchen-and-bar-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Bersi Ethiopian Restaurant","+13473350920","1049 Manhattan Ave, Brooklyn, NY 11222","https://www.yelp.com/biz/bersi-ethiopian-restaurant-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Din Tai Fung","+12122879178","1633 Broadway, New York, NY 10019","https://www.yelp.com/biz/din-tai-fung-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Lula Mae","Not available","472 Myrtle Ave, Brooklyn, NY 11205","https://www.yelp.com/biz/lula-mae-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Cookshop","+12129244440","156 10th Ave, New York, NY 10011","https://www.yelp.com/biz/cookshop-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Benemon","+12126143006","108 E 4th St, New York, NY 10003","https://www.yelp.com/biz/benemon-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"El Pingüino","+13474639509","25 Greenpoint Ave, Brooklyn, NY 11222","https://www.yelp.com/biz/el-ping%C3%BCino-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Ragtrader & Bo Peep Cocktail and Highball Store","+19172615495","70 W 36th St 1A, 1A, New York, NY 10018","https://www.yelp.com/biz/the-ragtrader-and-bo-peep-cocktail-and-highball-store-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Palermo NYC Argentinian Bistro","+12122652060","373 W 46th St, New York, NY 10036","https://www.yelp.com/biz/palermo-nyc-argentinian-bistro-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Manhatta","+12122305788","28 Liberty St, Fl 60, New York, NY 10005","https://www.yelp.com/biz/manhatta-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Greywind","+13472524012","451 10th Ave, New York, NY 10018","https://www.yelp.com/biz/greywind-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Kuun","+19179091466","290 Livingston St, Brooklyn, NY 11217","https://www.yelp.com/biz/kuun-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Hey Yuet","+16469984196","251 W 26th St, New York, NY 10001","https://www.yelp.com/biz/hey-yuet-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Bolivian Llama Party","+13473709102","44-14 48th Ave, Sunnyside, NY 11377","https://www.yelp.com/biz/bolivian-llama-party-sunnyside?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Meju","Not available","5-28 49th Ave, Long Island City, NY 11101","https://www.yelp.com/biz/meju-long-island-city?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"La Sirene","+12129253061","558 Broome St, New York, NY 10013","https://www.yelp.com/biz/la-sirene-new-york-4?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Supper Club by Le Petit Parisien","+19172620910","355 E 78th St, New York, NY 10075","https://www.yelp.com/biz/supper-club-by-le-petit-parisien-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Park Ave Kitchen by David Burke","+16468474166","514 Lexington Ave, New York, NY 10017","https://www.yelp.com/biz/park-ave-kitchen-by-david-burke-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Bartley Dunnes","+16467719214","160 W 54th St, New York, NY 10019","https://www.yelp.com/biz/bartley-dunnes-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Macosa Trattoria","+16465747866","310 Tompkins Ave, Brooklyn, NY 11216","https://www.yelp.com/biz/macosa-trattoria-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"5ive Spice","+17188573483","52 5th Ave, Brooklyn, NY 11217","https://www.yelp.com/biz/5ive-spice-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Wah Fung No 1","+12129255175","79 Chrystie St, New York, NY 10002","https://www.yelp.com/biz/wah-fung-no-1-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Omakase By Korami","+19172150650","400A W 50th St, New York, NY 10019","https://www.yelp.com/biz/omakase-by-korami-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Santa Fe BK","+13477630279","178 N 8th St, Brooklyn, NY 11211","https://www.yelp.com/biz/santa-fe-bk-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Hey Thai","+16464768084","127 John St, New York, NY 10038","https://www.yelp.com/biz/hey-thai-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Siempre","+17169321119","255 3rd Ave, Brooklyn, NY 11215","https://www.yelp.com/biz/siempre-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Gran Via","Not available","57 Stone St, New York, NY 10004","https://www.yelp.com/biz/gran-via-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Fulton by Jean-Georges","+12128381200","89 South St, New York, NY 10038","https://www.yelp.com/biz/the-fulton-by-jean-georges-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Omusubi Gonbei","+19174727168","370 Lexington Ave, New York, NY 10017","https://www.yelp.com/biz/omusubi-gonbei-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"El Fish Marisquería","+12128742000","155 Amsterdam Ave 67th St, New York, NY 10023","https://www.yelp.com/biz/el-fish-marisquer%C3%ADa-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Lindens","+19295957706","2 Renwick St, New York, NY 10013","https://www.yelp.com/biz/lindens-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Cheeseboat","+16466844214","747 9th Ave, New York, NY 10019","https://www.yelp.com/biz/cheeseboat-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"UnTable","+13475294974","529 Henry St, Brooklyn, NY 11231","https://www.yelp.com/biz/untable-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The River Café","+17185225200","1 Water St, Brooklyn, NY 11201","https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Formosa","+13473652539","144 Evergreen Ave, Brooklyn, NY 11206","https://www.yelp.com/biz/formosa-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"UnTable","+13475294974","529 Henry St, Brooklyn, NY 11231","https://www.yelp.com/biz/untable-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The River Café","+17185225200","1 Water St, Brooklyn, NY 11201","https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Formosa","+13473652539","144 Evergreen Ave, Brooklyn, NY 11206","https://www.yelp.com/biz/formosa-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Tavola","+12122731181","488 9th Ave, New York, NY 10018","https://www.yelp.com/biz/tavola-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Dolly Varden","+12125417080","302 W 51st St, New York, NY 10019","https://www.yelp.com/biz/dolly-varden-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Gertrude's","+17182690043","605 Carlton Ave, Brooklyn, NY 11238","https://www.yelp.com/biz/gertrudes-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Hanoi House","+12129955010","119 Saint Marks Pl, New York, NY 10009","https://www.yelp.com/biz/hanoi-house-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Archer","+12013091090","176 Newark Ave, Jersey City, NJ 07302","https://www.yelp.com/biz/the-archer-jersey-city-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Panela","+12012382594","36-42 Newark St, Hoboken, NJ 07030","https://www.yelp.com/biz/panela-hoboken?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Tangy Noodle","+19172614931","98 8th Ave, New York, NY 10011","https://www.yelp.com/biz/tangy-noodle-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Meraki Greek Bistro","+17185763536","252 Grand Str, Brooklyn, NY 11211","https://www.yelp.com/biz/meraki-greek-bistro-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Little Owl","+12127414695","90 Bedford St, New York, NY 10014","https://www.yelp.com/biz/little-owl-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"KRU","Not available","190 N 14th St, Brooklyn, NY 11249","https://www.yelp.com/biz/kru-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"ICHIRAN Midtown","+12124650701","132 W 31st St, New York, NY 10001","https://www.yelp.com/biz/ichiran-midtown-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Tipsy Shanghai","+12124666488","594 3rd Ave, New York, NY 10016","https://www.yelp.com/biz/tipsy-shanghai-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Stella's","+13479874164","321 9th St, Brooklyn, NY 11215","https://www.yelp.com/biz/stellas-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Fiaschetteria Pistoia","+12127773355","647 E 11th St, New York, NY 10009","https://www.yelp.com/biz/fiaschetteria-pistoia-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Red Stache","+12129334404","401 W 52nd St, New York, NY 10019","https://www.yelp.com/biz/the-red-stache-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Balthazar","+12129651414","80 Spring St, New York, NY 10012","https://www.yelp.com/biz/balthazar-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Chez Ma Tante","+17183893606","90 Calyer St, Brooklyn, NY 11222","https://www.yelp.com/biz/chez-ma-tante-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"ONGI","+16466091738","630 3rd Ave, New York, NY 10017","https://www.yelp.com/biz/ongi-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Mareluna","+12125107774","137 Sullivan St, New York, NY 10012","https://www.yelp.com/biz/mareluna-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Leyla","+13473347939","108 W 74th Street108 St, New York, NY 10023","https://www.yelp.com/biz/leyla-new-york-4?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Dawson NYC ","+16463704663","23 W 45th St, New York, NY 10036","https://www.yelp.com/biz/the-dawson-nyc-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Pio Pio 8","+12124592929","604 10th Ave, New York, NY 10036","https://www.yelp.com/biz/pio-pio-8-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Pretty Ricky’s","+16464293957","101 Rivington St, New York, NY 10002","https://www.yelp.com/biz/pretty-ricky-s-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Luke's Lobster Brooklyn Bridge Park","+19178827516","11 Water St, Brooklyn, NY 11201","https://www.yelp.com/biz/lukes-lobster-brooklyn-bridge-park-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Elgin","+12122212100","64 West 48th St, New York, NY 10036","https://www.yelp.com/biz/the-elgin-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Aromi","+13475295752","552 Court St, Brooklyn, NY 11231","https://www.yelp.com/biz/aromi-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Abigail's","+19172617333","2672 Broadway, New York, NY 10025","https://www.yelp.com/biz/abigails-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Gitano Island","+13322870347","125 Carder Rd, New York, NY 10004","https://www.yelp.com/biz/gitano-island-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Lin & Daughters","+19176450229","181 West 4th St, New York, NY 10014","https://www.yelp.com/biz/lin-and-daughters-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Watermark","+12127428200","Pier 15 78 S St, New York, NY 10038","https://www.yelp.com/biz/watermark-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
